,id,POI/street
24944,24944,haji ambas cipete selatan cil/cilandak
24945,24945,mekar jaya biola/biola raya 212 16411 sukmajaya
24946,24946,mojorejo muteran ll/12-a garden mulia permai gubeng
24947,24947,"perumahan satya asri, lebak ll no.26/rt4 rw4"
24948,24948,adi suma 119 ka/kadipiro banjarsari
24949,24949,pondok benda benda barat 14 86 15416/15416 pamulang
24950,24950,swad raya 42 rt 9 5 duren s/sawit duren sawit
24951,24951,midi bf14 sudi me/melayu besar
24952,24952,klin-klin laundry/terusan cigasong
24953,24953,dukuh kup 141 pt bpr surasari/surasari hutama 9 dukuh pakis
24954,24954,laundry palotot denpasar-g/kel. salamadeg warung
24955,24955,raya gedek -/- ploso 557 gempolkrep gedeg
24956,24956,sinarmas. gemilang. po mohammad yamin/atambua sel.
24957,24957,jl. jaka f/f bekasi selatan
24958,24958,prad i no 2 cipeujeuh wetan lemaha/no 2 cipeujeuh wetan lemahabang
24959,24959,mommys cleanvast jasa laundry danone cucinta kilang naras/
24960,24960,wisata jati/jati park jragung
24961,24961,kenangan baru will iska 227 20371 percut/percut sei tuan
24962,24962,dalam terminal terpadu merak warung ibu anis..atas nama (adit  apri/apri karunia bakti)
24963,24963,purworejo postal polisi pereng/palotot tuban-se
24964,24964,cipadung pelita tea sportwears/cipanas aulia mulia 40299
24965,24965,no 8/no 8 rw 9
24966,24966,palotot setulus bangka gebang/aulia 17 valentcia cellular bantargebang bantarwaru gebang
24967,24967,hang n/nadim no 8 sail
24968,24968,gg. pasan 400 kujang/kujangsari
24969,24969,ara hy40 pus/pusaka rakyat tarumajaya
24970,24970,pan iv 31/31 rt 4 7
24971,24971,gabus 3 no 158/158 kayuringin jaya
24972,24972,nagri kidul lod 70 41111 purwa/purwakarta
24973,24973,the bay paradise resort/resort blok c2 8a jl. aria putra kel. sarua indah kec. ciputat
24974,24974,pemuda permai/muteran merpati julukanaya 24 karangjati sarimin cijerah neglasari
24975,24975,halalmart martabak/smasul 14 plaza ll cililitan
24976,24976,toko-ho saudara jayalas cellular elektronik/malang baruna. bintara
24977,24977,mts negeri borobudur/
24978,24978,curugsewu sangereng harvest/puskemas modern paramount aulia df1 residence kelapa dasar
24979,24979,jl. riau/riau komplek rbc c-11 (eka putra meat shop samping local pantry)
24980,24980,nn 6 rt 3 6 poris plawad indah ci/plawad indah cipondoh
24981,24981,warkop pemancingan daksa piun/duren tigadis pancoran
24982,24982,klinik aryono pratama/caringin babakanranji ciparay babakanranji ciparay
24983,24983,kebuli danone soto betawi hatoy/tanjungdalam karangjati pusat
24984,24984,stasiun surabaya/surabaya kota. kantor sot kondektur surabaya kota
24985,24985,sungai kapias residence/semper plaza kel.
24986,24986,pt.doo seung global jln.madura 8/8 blok d-07a kawasan berikat nusantara kbn cakung
24987,24987,komplek nag city cen nich salon lubuk baja/baja kota
24988,24988,panglayungan gun dind ari i 106 46134/46134 cipedes
24989,24989,mayang sunggal/pogar bangil
24990,24990,bukit asri/asri raya 5 lerep ungaran barat
24991,24991,gedung baturiti tenkei permai/
24992,24992,brighttech - food danone drink/43351 cibadak
24993,24993,yosod 23 kedungwuluh/kedungwuluh purwokerto barat
24994,24994,rungkut industry mulia/kutisari kel.
24995,24995,pon pesan as sakinah/sakinah kapas
24996,24996,cile ti/timur
24997,24997,naga 95/95 penatih dangin puri denpasar timur
24998,24998,turipinggir kh. wahid hasyimiyah/
24999,24999,/
25000,25000,raya pra 187 2 60239 tenggilis/60239 tenggilis mejoyo
25001,25001,"kapas madya permai f,/aulia 27 purnama cellular"
25002,25002,rayn fotocopy copy/basuki rahmat
25003,25003,pluit sakti vii 2 pluit rt 7 7/7 penjaringan
25004,25004,karung turindo/
25005,25005,perumahan lapangan sakti persada lebak a3 no.2 hutan/lapangan katon.kabupaten pesawaran lampung
25006,25006,wukir 238 65315/65315 batu
25007,25007,pintu air ii no 142 8 sawah/sawah besar
25008,25008,"catering diesel/lintang trengguli iii,"
25009,25009,"jelambar utama, palotot/jelambar kel."
25010,25010,ud.dua ernawanto/
25011,25011,mangun v/semarang sel.
25012,25012,"simpang limaran/aulia a, 19e outlet sepatusanda batavia"
25013,25013,citeureup ciu 42 40551/40551 cimahi utara
25014,25014,lt.2 tangsi selat sumba/27 garden 17 permai 14350 tanjungdalam priok
25015,25015,sutan syah kestalan/kestalan banjarsari
25016,25016,gunungsari ulu may d. i./i. panja 3 balikpapan tengah
25017,25017,pakunden jl./jl. kali 12 67122 sukorejo
25018,25018,taman baru lemb/lemb raya 65
25019,25019,bentul viii jagir/jagir kel.
25020,25020,karina. citraloka/aulia 21 kopegtel citratama bekisar
25021,25021,kap kasi 47 pl/plandaan kedungwaru
25022,25022,"aulia 50a binexa 10, grogol sel. kel. kebayoran garden/"
25023,25023,apotik libra/mayor technoocom
25024,25024,26 rt 2/kelapa gading timur jl. kel ceng barat i fh1 26 rt
25025,25025,bengkel lasona 988/puji mulyoarum sunggal
25026,25026,"warung mie, ayam, omank mandor samin/"
25027,25027,sekip jaya mayor salim/sekip jaya mayor salim batu no 2311
25028,25028,komplek puri citra/citra blok d 3 no. 6 pipitan ciruas
25029,25029,tamansari kompleks iapco/cluster kemanggisan warung aulia 12a kec.dolo ps. minggu
25030,25030,twk center daud/peunayong kel.
25031,25031,dinamika eramas pembangunan. sebelah rajawali/panambungan mariso
25032,25032,panin bank pt tbk min barat pasar/pasar manggis setia budi
25033,25033,gmi gloria merak jingga/
25034,25034,perum ta/taman alam no e2 33 warung bude
25035,25035,kayuringin jaya lele/lele raya 152 7 17144 bekasi selatan
25036,25036,yoseph sudaryo/lt.2 jayalas tanjungdalam priok
25037,25037,kamp te/tegal ast liunggunung plered
25038,25038,acacia jayalas s. servis/199 garden kompleks 19 bekasi podomoro
25039,25039,kantin miami modernland/hono palotot
25040,25040,raya baba c/canggu no 88c canggu kel.
25041,25041,"ceriamart toko-ho/medan perjuangan,"
25042,25042,/
25043,25043,pon jaya j/jakasampurna
25044,25044,pandang panakkukang/
25045,25045,kyai haji wahab cha 140 tambak rejo jom/jombang
25046,25046,pondok j/jagung sut del iv no 16 serpong utara
25047,25047,ayisa juice/stasiun achmad
25048,25048,srengseng srengseng palotot/55a garden kompleks cijerah lantai
25049,25049,warungmakan bufat nuriana/
25050,25050,cinere n/nangka barat 33 16514 cinere
25051,25051,pendidikan danone kebudayaan/sukorejo agung
25052,25052,kli mangunjaya tam/tambun selatan
25053,25053,"sebelah framas indonesia, kawasan industri,/mm 2100"
25054,25054,moslem cemetery/
25055,25055,loket pembayaran estate/palotot laswi
25056,25056,teuku umariah/5e mitrasana medika laboratorium
25057,25057,baturiti jajar regency residence/laksanamekar kel.
25058,25058,"global pelayaran perizinan terpadu/jendral ac yani,"
25059,25059,lap.futsal tytyan kenc mul marga mulya/mulya bekasi utara
25060,25060,kalimulya kebon/kebon duren 105
25061,25061,kartika viii/kartini kel.
25062,25062,"d, umah coffee/bayung cirasa"
25063,25063,hksn komp amd per no 531 alalak utara/utara banjarmasin utara
25064,25064,kacamata pir/aulia mulia sinarmas. pagimana minimarket
25065,25065,bastiong talangame pasar inp bast 30 ternate selatan (/(kota)
25066,25066,gur iv 1a sesetan den/denpasar selatan
25067,25067,tegalsari sarimin ambon pradana/
25068,25068,kp bakti smp pgri 32 rt 01 07.dekat/07.dekat roxy mas
25069,25069,menoreh permai/
25070,25070,jln argapura samping hotel/hotel agung
25071,25071,gg. kali/kali kedaung kali angke rt 1 3 cengkareng
25072,25072,pesut i kuta baru/baru pasar kemis
25073,25073,jend ahmad yani 206 paya bujok tunong/tunong langsa baro
25074,25074,mas al falah kamal/kamal kalideres
25075,25075,rt 5/panjang utan panj 5 128 rt 5 rw 4 kemayoran
25076,25076,puskemas lapangan bolaang/lapangan bolaang palotot kapuk cengkareng
25077,25077,cam agung/agung pahlawan kel. kemuning
25078,25078,smr tim/timbang deli medan amplas
25079,25079,kota baru gg. bukit 2 34 tanjung/tanjung karang timur
25080,25080,ment ten/tengg
25081,25081,ketintang ketin baru iii 53 rt 5 2 60231 gayu/gayungan
25082,25082,jln lagundri pasar yaahowu/yaahowu blok b lantai ii no 5.gunungsitoli.
25083,25083,/
25084,25084,kaluku bodoa/bodoa teuku umar 4 90212 tallo
25085,25085,warungmakan bakmi/
25086,25086,jatirejo tenkei permai/
25087,25087,jambur taras poncol jamin ginting/tambakrejo laundy mulgap ll brastagi (berastagi)
25088,25088,/
25089,25089,ronggo 59 batokan kasi/kasiman
25090,25090,ron sidomulyo tu/tuban
25091,25091,puskemas kranggan 25 neli mirnawati/
25092,25092,pancoran masjid swadaya net/aulia mulia 16436 pancoran masjid
25093,25093,pasar kebon 76/76 wates
25094,25094,pempek pelembang sumatra/prof. dr. satpas
25095,25095,aulia 44/
25096,25096,"sungaipenuh jawi, luar permata dutalia kalbar unter/komang sudaryo"
25097,25097,han win's/win's tambora
25098,25098,72 bahagia babelan/
25099,25099,nn 29/29 tanah tinggi tangerang
25100,25100,"imam bondan/132 pelabuhan food, kuning"
25101,25101,"gangsar nilam 10,/aulia cijerah"
25102,25102,perumahan tamansari sarimin kolam lebak 12 no.d68/
25103,25103,"tb, jayalas bersalin/pemuda ciampel kersana"
25104,25104,"seasha food 99 restaurant/ruko, salsabila"
25105,25105,cluster selajambe/muteran raisha
25106,25106,kolombo sugiman/25 cipari cipari
25107,25107,grahadika karyabaru darmawati ekamas sukarame viii/pangkalan masyhur
25108,25108,iza salon/
25109,25109,"cipinang cempaka residence/aulia 29, pelita genteng keramik"
25110,25110,kuning sidikalang/
25111,25111,rajawali mariso/
25112,25112,gg. dieng ix padangsambian klod den/denpasar barat
25113,25113,integrated islamic elementary surabaya tunasmuda acacia ilahi tugusari karyabaru residence/cipondoh makmuriyah cipondoh
25114,25114,bambu apus shi i 17 rt 7 4 ci/cipayung
25115,25115,gangsar saudara/medan plaza
25116,25116,flamb 3 ci/cikarang pusat
25117,25117,suwardi masjid/
25118,25118,pekelingan kh. khoiru/15c garden residence residence gresik
25119,25119,baranangsiang baranangsiang indah ii 17 11 bogor timur -/- kota
25120,25120,labuhan maringai smp/smp negeri 1 labu maringgai
25121,25121,tk fastabiqhul khaerah/
25122,25122,kalib sela pucang sewu/sewu gubeng
25123,25123,tep laut/laut persada pt
25124,25124,melawai residence/aulia permai aura fashion
25125,25125,pamo s/sari 38 5
25126,25126,adiyasa residence/w kompleks warungmakan arifatur terminal
25127,25127,hartono unter/45 paranginan tambung tamalate
25128,25128,aulia 33c residence pesanggrahan/
25129,25129,bengkel motorindo uripah/dr. murj
25130,25130,meruya selatan gg. swad 52 1/1 kembangan
25131,25131,angkasa dalam i gunung sahari selatan/selatan kemayoran
25132,25132,stasiun embung kandong/
25133,25133,bmt an-nisaa' jl. timur lapangan/bmt an-nisaa' jl.
25134,25134,kalimulya kampung/kampung kebon duren 17 16413 cilodong
25135,25135,sd negeri terminal balusu/
25136,25136,apartemen patria park unit 1517 lt. 15 jl. di. panjaitan kav 5 - 7 ja/jakarta timur
25137,25137,windia netral kompleks palotot/mulia binexa cijerah
25138,25138,bank btn kantor kas/kas laya pos online cikijing suka mukti
25139,25139,capital ende elok/tanjungdalam priuk
25140,25140,"ma'sum jamilla annur,/sempur kaler"
25141,25141,jend ahmad yani/yani pontianak tenggara
25142,25142,lor sehat 13/13 ulu seberang ulu ii
25143,25143,singapore kutho julukanaya danone l specialis coffee wiyono unter xvi/
25144,25144,tk najmah rugayah darus kapias mustar/
25145,25145,"tamansari kradenan asri, lebak f, - 8/stasiun sukorejo"
25146,25146,"mie, ayam, pangsit sentosa peltu tulusrejo yahya/ilir warung ll"
25147,25147,ba mukmin irsyad ddi/arifin ac
25148,25148,wahid has 6 ta/taman rw 2 taman
25149,25149,tanjung puratos/benua melayu darat pontianak sel.
25150,25150,segar a/alam
25151,25151,warungmakan 78/sumoroto- plosojenar man
25152,25152,kripik cirasa/tulungagung klaten
25153,25153,masjid jami' syuh 45/45 pamboang
25154,25154,puskesmas ivory ilat/garden 03 binexa 09 stasiun dayeuhkolot
25155,25155,kebant permai/semper warung cilincing
25156,25156,kamp koang no 37 rt 7 4/4 kalideres
25157,25157,nasional liwet kangkung emilda/sulung tangsi
25158,25158,/
25159,25159,steamboat motorindo mulia medika/palotot pemadam
25160,25160,jl. kramat/kramat raya no 164 gedung pbnu
25161,25161,miso kriuuuk duku/
25162,25162,gg. lay kapuk ceng/cengkareng
25163,25163,"griya cemerlang, kav.aa b9/bekasi plaza"
25164,25164,"grandpa's mumtaz recidence/b-8. cluster kh. malik, no.dalam"
25165,25165,koto panj pasar/pasar sungai tanduk kayu aro
25166,25166,kotak coffee andrea tea banyuning karema/
25167,25167,bud 26 batu am/ampar rt 10 4
25168,25168,bali raya 62 halim perdana ku/kusumah rt 5 rw 16 makasar
25169,25169,/
25170,25170,jalan sakura/sakura raya no.1c rt 12 rw 02.prapatan sumur bor
25171,25171,toko-ho baroqah surabaya yurispa kayana/
25172,25172,rac sinri jala/jala karampuang panakkukang
25173,25173,"produk rotiboy widodo/karangjati tengah, weru"
25174,25174,kebun bunga ahmad yani 30 70237/70237 banjarmasin timur
25175,25175,puskesmas gabus singkil aulia agency warungmakan ibu dedeh/
25176,25176,g 39 buring kedungk/kedungkandang
25177,25177,sur 10 surodinawan prajurit ku/kulon
25178,25178,itc depok lantai residence/margasip palotot depok pancoran masjid
25179,25179,kayuara multidian/palotot kupang unter
25180,25180,39 bandardjaya klippa percut zahvirana tuananga/
25181,25181,"jatirejo 10,/masjid baliart blok a"
25182,25182,"jus, novaldi/sekaran gunungpati"
25183,25183,"manggalewa dasar sel. bankalan mandiri,/mangun dasar selatan"
25184,25184,raden pang djaja no 13 cimahpar rt 3 5 bogor utara -/- kota
25185,25185,igsc wilayah sulawesi podomoro/talete dasar
25186,25186,/
25187,25187,bengkel motorindo palotot kledung/caturindo tunggal depok
25188,25188,sdn gunungsari julukanaya/
25189,25189,bidara cina kebon pala i 17 rt 7 5 13320/13320 jatinegara
25190,25190,erlieza cellular/
25191,25191,halte material/
25192,25192,sidol i/i muktiharjo kidul
25193,25193,kra lont gg. 8 pase/paseban senen
25194,25194,ponsel kelapa 11 aulia e11 residence ujang portal/binexa 11
25195,25195,jembatan amaliyah griya/jurangmangu plaza (patokan nyaman 1 tamani residence
25196,25196,"satelit p, djarwo/masuk raji"
25197,25197,lipu day ikhsan 264 betoam/betoambari
25198,25198,kebalenan brawijaya no 42/42 banyuwangi
25199,25199,perempatan kelapa hibrida raya. pegangsaan dua./dua. blok pd9 no.12a
25200,25200,cempaka - margasari/89 jatimulya tambun sel.
25201,25201,jakarta santri photography nandya cijerah/cipete podomoro kebayoran baruna.
25202,25202,0 rt/barat angin prah gg. 10 20 rt 6 rw 12 14130
25203,25203,"yoseph sudaryo/aulia motor bluru timur kel. sidoarjo,"
25204,25204,5 ulu/ulu panca usaha no 2187
25205,25205,grandpa's cikarang lifestyle/
25206,25206,kober no 38 balekambang rt 1 2 kramat/kramat jati
25207,25207,bc baraya duluan/jayalas perkasa
25208,25208,warung nasional fitrianti zahvirana keramik/aulia 128 20234
25209,25209,stasiun k/kandangan kantor sintelis pt.kereta api indonesia
25210,25210,"pt.era edmi manufacturing indonesia, deltalube silikon cijerah/cluster sungkai no.ii"
25211,25211,kiara artha park l. jl/jl banten no 60
25212,25212,klender perta tengah rt 3 2 13470 duren s/sawit
25213,25213,"glodok, kemala v/muteran residence 14 residence 11120 tamansari sarimin"
25214,25214,aa pecel/semoet selatan x
25215,25215,beli laut 208 belitung selatan/selatan banjarmasin barat
25216,25216,toko-ho gambirono/
25217,25217,"ace hardware bencoolen mall,/jl.pariwisata no.1"
25218,25218,purwodadi kel. trimurjo/
25219,25219,cibo iii 159b/159b jaticempaka pondok gede
25220,25220,perum dirgantara permai. jl./jl. raya dirgantara a1 4
25221,25221,air kel 48 pangkal lalang tanjung p/pandan
25222,25222,kena 10 rw 10 kalia/kaliabang tengah bekasi utara
25223,25223,cigugur girang cigu gir parong/parongpong
25224,25224,la 2/lila 21
25225,25225,toko-ho kemplang krucil bolaang dunia/leman's aulia terminal 30124 ilir warung julukanaya
25226,25226,butik mika/aulia 124 parfum sel.
25227,25227,aulia 24/
25228,25228,lorena danai residence/
25229,25229,winong palotot boy/57314 boyolali
25230,25230,pusdiklat pmi provinsi bangka/stasiun pantai
25231,25231,mekar jaya/jaya ling sela 798 sungai gelam
25232,25232,sukajadi sinar hati 18 15115/15115 karawaci
25233,25233,puskemas kranggan jatisampurna/
25234,25234,untung surapati/benua melayu darat kel.
25235,25235,ir raisyah/muteran residence 37 margotunggal
25236,25236,bukit hijau ciomas/ciomas blok f19
25237,25237,joglo baruna./aulia permai sebelah aswan madina grand
25238,25238,bukit bari 64 dempo lubuk/lubuk linggau timur dua (ii)
25239,25239,grand sutra mekarsari/mekarsari blok db.03 kelurahan mekarsari
25240,25240,toko-ho amara plastik/palotot kresna aulia mulia
25241,25241,00 5441/yos suda 200 54416 gombong
25242,25242,"griya yasa aulia 10, sd negeri cibadak 03/talagasari sarimin"
25243,25243,"jl.gunung sahari residence gg.bago kompleks rumah no.8 pagaralam hijau,/gak jauhara darikem stasiun puskemas senen,"
25244,25244,"p, komarudin residence/aulia 53 binexa cijerah"
25245,25245,"tengkerang tengah, sempolan/54 28125 marpoyan damai"
25246,25246,gg. makam set serut kau/kauman tulungagung
25247,25247,bimbel ganesha operation/setyawati hendrik
25248,25248,jatinegara pulo ayang/ayang raya 31 3 13930 cakung
25249,25249,"mawar furniture,/palotot kut tigaraksa"
25250,25250,dukuh ku/kupang dukuh kup vi 15-17 8 60225 dukuh pakis
25251,25251,rukem jayalas mulia/21 cakung
25252,25252,haji miran/miran pondok kopi kel.
25253,25253,"jend. ac yani, pekayon jayalas/"
25254,25254,duren s/sawit tepih 37 rt 4 rw 15 duren sawit
25255,25255,pd sumberagung kusen/
25256,25256,huhak trans sula pagi/pagimana
25257,25257,"mijen unter residence danone residence rm hadi, subeno/aulia 12a residence mijen"
25258,25258,w r supra 154/154 pondok ranji 11 ciputat timur
25259,25259,griya rahmatul residence/
25260,25260,bukit surungan/surungan raya pad panj - buk 107
25261,25261,32 sukamantri puskemas kemis/
25262,25262,bala 177/177 jatikramat jatiasih
25263,25263,"muteran kompleks/84 malaka sarimin garden mulia 10, duren sawitindo"
25264,25264,"rumah kostrad/aulia 29, tanjungdalam karangjati pusat"
25265,25265,travelindo ziarah walikota songo/kel. masjid
25266,25266,purwosari hm subc ze/
25267,25267,sukarame indomaret kel. situdaun guntur. warung palotot/aulia 17 bojongloa kaler
25268,25268,kepo j/jaka mulya
25269,25269,pasiranji putih kampung kupu/25 garden residence 8 16519 sawangan
25270,25270,"mie, ayam, vicky culinary/anggrek lokasari"
25271,25271,griya kebr utr no iii ac-15 kebraon rt 6 9/9 karangpilang
25272,25272,baturiti jamblang/70 garden agency cijerah baturiti ampar kramatjaya jatirejo
25273,25273,taman ayu 579 rt 1 9 panung/panunggangan barat cibodas
25274,25274,puskesmas ll denpasar selatan toba buyan/aulia 49 parfum sel.
25275,25275,sukadami griya suka 17 17530 ci/cikarang selatan
25276,25276,"zahvirana keramik hilir julukanaya medan perjuangan,/"
25277,25277,jalan cendrawasih baru/baru bangau sakti kos putri nelda
25278,25278,nendi selluler/
25279,25279,ujung sar 19 16 60155/60155 semampir
25280,25280,aulia 76b babakanranji kel./
25281,25281,/
25282,25282,dukuh sutorejo baba/baba pan ut x 36 rt 6 1 60113 mulyorejo
25283,25283,/
25284,25284,graha tirta/tirta cluster bromelia no 34 waru
25285,25285,"""jln sungai raya dalam perumahan taman sungai raya./raya. blok a. 40. kec.sungai raya78391 kab."
25286,25286,aulia residence kaliasem banjarsari/
25287,25287,turi 37b kesi/kesiman denpasar timur
25288,25288,/
25289,25289,ganjar tangsi olimart/jendral sudirman aulia 19 metrodata plaza
25290,25290,prokla aulia residence rs tentara kuning solok/masjid citraloka tanjungdalam acacia
25291,25291,sat manah i no 11 tlogosari ku/kulon 7 pedurungan
25292,25292,"rejeki rumah makan/ac yani,"
25293,25293,bukit duri bukit duri/duri tanj 3 no 54 rt 12 12
25294,25294,nusa indah/nusa indah raya ii oa1
25295,25295,pecel lele lamongan mayapada palotot lantai lohb kiaj/langut lohbener
25296,25296,gintungkerta de kla 10 k/klari
25297,25297,usaha bun tiga saud kub/kub raya tambang
25298,25298,harjo diyo/diyono ment sup no 7a 53181
25299,25299,palotot simo gunung/simomulyo kel.
25300,25300,cluster lavesh lebak sa 5.15. no.12 kuning acacia unter tarumajaya-bekasi/bekasi -jawa barat17215
25301,25301,tan 1 tangki ta/taman sari
25302,25302,batu buahbatu/buahbatu bojongsoang
25303,25303,sherly kosme jend sudi no 5 lubuk/lubuk linggau barat dua (ii)
25304,25304,bunga vino iii/iii jatimulyo lowokwaru
25305,25305,kh wahid hasyim clu/cluring
25306,25306,pln upj medan satria/satria pondok ungu jln sultan agung no 535 rt3 rw6
25307,25307,trunoj gg. 2 songgokerto/songgokerto batu
25308,25308,"karangjati anyar, santoso/88 39372 kepahiang"
25309,25309,e ampera usaha. menanti/
25310,25310,sanca ta/taman pendid al-q al ikhlas
25311,25311,pem 17 pallant/pallantikang
25312,25312,buahbatu (margacinta)/
25313,25313,anie cake/bri wuruk
25314,25314,komar no 5 rw 4 penggi/penggilingan kel.
25315,25315,cluster bumi tessa/tessa blok a no. 2 munjuljaya purwakarta
25316,25316,sma al aziz ibs/ibs kampung gandrung
25317,25317,tpa raudhatul islamiyah binatang kreativindo danone kesejahteraan umat baktiar kasu palotot/cikarang podomoro
25318,25318,pegadaian upc bumya/tamansari bumya
25319,25319,grandpa's efata btn kolam btn baruna./kota residence lebak rt04rw05 - no.08.
25320,25320,yohana salon/payakumbuh sel.
25321,25321,palotot warung/aulia kompleks toko-ho sepatusanda
25322,25322,"stasiun taiman/20 garden cijerah 10, puskemas rebo"
25323,25323,sampit jl. r/r supr 165 delta pawan
25324,25324,harapan baruna./tlogosari palotot
25325,25325,haji raya i teluk pucung/teluk pucung bekasi utara
25326,25326,rt 3/timur yunus muter no 9 rt 3 7 15151
25327,25327,"cilandak, mulia/"
25328,25328,/
25329,25329,bluering divella mendoan permai/kramatjaya pelangi
25330,25330,tani makmur/aulia terminal
25331,25331,ud.dua bongkok syantik jembatan besitang permai/
25332,25332,toko-ho hendrik karyabaru/duyung gilimanuk
25333,25333,"hasna salon muslimah/poncol r, supriadi"
25334,25334,pak puji meubel/meubel sumbermanjing wetan
25335,25335,karunia jaya/jaya tent pela
25336,25336,"swalayan jayalas martabak/profile masuk h, rt04rw05 jasman"
25337,25337,"ud.dua ahoaa/kebr utama, x"
25338,25338,"jembatan ivory belong aulia 80( kostrad ivory)/jakarta, plaza"
25339,25339,23 colection/
25340,25340,pantai ayahnya/toko-ho obat tiaz farma karangbolong
25341,25341,ds semondo rt 3 2 dk/dk karangmaja. belakang stasiun gombong (ibu aan ketring)
25342,25342,ahmad yani no 56/56 palu timur
25343,25343,poros panggang maros/lumbung buana celuler. sebelah
25344,25344,kol. yos suda 1-168/1-168 besar
25345,25345,kayuringin jaya pat sela 7 no 45 rt 6 15 17144/17144 bekasi selatan
25346,25346,pasar say lama 6 sayati/sayati margahayu
25347,25347,/
25348,25348,jl.sentosa perum alifa arengka residence/residence blok c1 no 2.rt03 rw021 kelurahan sidomulyo bar a
25349,25349,parangtritis 137b variasi mobilindo/bangunsari harjosari
25350,25350,/
25351,25351,kerten duku/14a 57143 sanggrahan
25352,25352,"aulia 48 katedoe resto, rumah makan/karampuang panakkukang"
25353,25353,kebon baru no 62b rt 2 rw 3 jam/jambangan
25354,25354,tamansari kie032 narto sabdo/
25355,25355,rosevia gordyn/palotot setulus
25356,25356,mitrasana bukalapak kedai_lee fahri hakim/
25357,25357,tanen raya kand 66293/66293 rejotangan
25358,25358,okall skill/batas kuning jamblang duku
25359,25359,warung be-j/dauh peken
25360,25360,cijerah mengger kel. bandung timur/
25361,25361,bakso campur pasiranji kalbar/pasiranji kalbar
25362,25362,jalan pelajar timur/timur ujung gg buntu depan pesantren al kautsar al akbar no. 1 medan
25363,25363,cluster mega lestari residence/residence blok a3 no 11
25364,25364,ketajen tuma 101 61254 geda/gedangan
25365,25365,gg. pert 60/60 sei sikambing c. ii medan helvetia
25366,25366,kamp lio/lio no 32a 15427
25367,25367,barber kulon net/bareng klojen
25368,25368,mini i 101 rt 3 3/3 bambu apus cipayung
25369,25369,terminal poris plawad jalan benteng betawi no 9a kios/terminal poris plawad jalan
25370,25370,lapangan basuki santana's thermal/tanjungdalam floor
25371,25371,argasari pasung baruna. julukanaya/34-2 cihideung
25372,25372,kel.pisangan timur kec./kec. pulo gadung rt rw : 008 015 no 44
25373,25373,temas merak/merak perum batu per 30 65315 batu
25374,25374,asiyah ellaiza/palotot ketapang
25375,25375,kapuk kayuara besar/kamal muaraenim penjaringan
25376,25376,sinar iii/iii sudimara timur ciledug
25377,25377,dono ii sukomanung/sukomanunggal sukomanunggal
25378,25378,siliw no 25 sukasari rt 1 4 bogor selatan -/- kota
25379,25379,sd islam terpadu muti kaul/kaul rawa mulya 21 mustika jaya
25380,25380,jl. sawoj kupu bre/brebes
25381,25381,buaran indah/indah pen sela i 21 tangerang
25382,25382,multidian kencana/mustafa jayalas
25383,25383,neo salon keripik/8b banjarsari
25384,25384,k.h us/usman 112 kukusan beji
25385,25385,"tugu residence sidomulyo/di, belakang stasiun k.a padangbujur halaban"
25386,25386,muarasari royal tajur boulevard/kel. sel. - kuning
25387,25387,driam riverside/palotot ciwidey
25388,25388,11 532/gal 15-39 11 53212 cilacap tengah
25389,25389,marketing office beach city lifestyle/kel. carnaval tamansari impian jayalas beach
25390,25390,yobe gereja/1 abepura
25391,25391,geb sari dalam iii/iii bambu apus cipayung
25392,25392,sidomulyo timur ari/ari ahmad 41 28125 marpoyan damai
25393,25393,insantama muttaqin islamic surabaya/
25394,25394,"aha komputer, danone fotocopy ivory jayalas/"
25395,25395,amsar 59 rt 5 rw 4 cipedak jaga/rw 4 cipedak jagakarsa
25396,25396,tunasmuda griya/permai tugusari kel.
25397,25397,anaya clodi piaman lines. padamara tinggi/
25398,25398,jl. kol h burl 9 74 su/sukarami sukarami
25399,25399,kranji belim 8 no 141 rt 6 6 17135/17135 bekasi barat
25400,25400,warkop yank lagie puengen/
25401,25401,kayu putih kusen ii 17 2/2 pulo gadung
25402,25402,jendral sudirman/
25403,25403,bambu apus muteran duluan/33 garden mulia residence cipayung
25404,25404,kebaya podomoro hotel/472 tamalanrea tamalanrea
25405,25405,roy cell sekoci besi/besitang
25406,25406,"braga aulia 78 es teler 77,/braga sumurrejo bandung"
25407,25407,"aldi resto,/raden saleh,"
25408,25408,neglasari permai/cibeunying kaler
25409,25409,kayuara putih ixb/pulorejo gadung pulorejo gadung
25410,25410,scor 25/25 rajabasa rajabasa
25411,25411,plalangan gg. apel 6/6 gunungpati
25412,25412,gg. janur no 16 sungai/sungai raya sei sungai raya
25413,25413,riung residence batang onang/puskemas matagor
25414,25414,palotot samanja/oval cellular terminal
25415,25415,dr. taufin warindra/sp.tht ot
25416,25416,srengseng hills/55 srengseng cijerah lantai
25417,25417,agent my vmpot madure/inpres kompleks
25418,25418,"marein bankalan panin kcu cbd village,/komplek boutique,"
25419,25419,l bogor barat -/- kota
25420,25420,"ayam, penyet bsm/tinggarjaya h. thamrin"
25421,25421,banyuraden johar/50 gamping
25422,25422,fitrianti ponsel residence/rengas aarcpulau
25423,25423,"sakinah masjid iii,/tunjungsekar kel. lowokwaru"
25424,25424,ypk basket ballroom court panggang polim xv/
25425,25425,garnizun palembang/
25426,25426,jl. karana btn 2 mamboro/mamboro blok e no.27 (di maps cv. hanan cipta karya)
